Method ID,Method Name,Method Context 
I-3630-85,"Potassium in Water by Atomic Absorption Spectrometry, Total Recoverable",USDOI/USGS
I-3667-85,"Selenium, total, in water by atomic absorption spectrometric, hydride",USDOI/USGS
I-3720-85,"Silver in water by AAS, chelation-extraction",USDOI/USGS
I-3735,"Sodium, total recoverable, atomic absorption spectrometric",USDOI/USGS
I-3753,"Solids, volatile-on-ignition, total, gravimetric",USDOI/USGS
I-3767,"Solids, volatile-on-ignition, suspended, gravimetric",USDOI/USGS
I-3800,"Strontium, total recoverable, atomic absorption spectrometric",USDOI/USGS
I-3850-78,"Tin, total recoverable, in water by direct atomic absorption spectrometric",USDOI/USGS
I-3900,"Zinc, total recoverable, atomic absorption spectrometric",USDOI/USGS
I-4020-05,Elements (unfiltered) in water by cICP-MS,USDOI/USGS
I-4063-98,"Arsenic in water by graphite furnace-atomic absorption spectrometry, whole-water recoverable",USDOI/USGS
I-4138-89,"Cadmium in Water by GFAA, Whole Water Recoverable",USDOI/USGS
I-4243,"Cobalt, whole-water-recoverable, water, GFAA",USDOI/USGS
I-4274,"Copper, whole water recoverable by GFAA",USDOI/USGS
I-4327-85,"Fluoride Ion in Water by Ion-Selective Electrode, Total",USDOI/USGS
I-4403,"Lead, whole water recoverable, GFAA",USDOI/USGS
I-4464-01,Organic plus Inorganic Mercury in Unfiltered Natural Water by Cold-Vapor AFS,USDOI/USGS
I-4472-97,"Metals in Water by Inductively Coupled Plasma/Mass Spectrometer, Whole-Water Recoverable",USDOI/USGS
I-4503,"Nickel, whole water recoverable, GFAA",USDOI/USGS
I-4515-91,"Ammonium plus organic nitrogen, total",USDOI/USGS
I-4523-85,"Nitrogen, ammonia, total, in water by colorimetric, indophenol, automated-segmented flow",USDOI/USGS
I-4545-85,"Nitrogen, nitrite plus nitrate, total, in water by colorimetric, cadmium reduction-diazotization, automated-segmented fl",USDOI/USGS
I-4551-78,"Nitrogen, ammonia plus organic, total, in water by automated, colorimetric, digestion-distillation-indophenol",USDOI/USGS
I-4600-85,"Phosphorus, total, in water by colorimetric, phosphomolybdate, automated-segmented flow",USDOI/USGS
I-4601-85,"Phosphorus, orthophosphate, total, in water by colorimetric, phosphomolybdate, automated-segmented flow",USDOI/USGS
I-4602,"Phosphorus, orthophosphate plus hydrolyzable, total, colorimetric, ASF",USDOI/USGS
I-4607,"Phosphorus, total, colorimetric, ASF",USDOI/USGS
I-4610-91,"Phosphorus in Water by Kjeldahl Digestion and Colorimetric Finish, Unfiltered",USDOI/USGS
I-4667-85,"Selenium in water by atomic absorption, hydride, total",USDOI/USGS
I-4668-98,"Selenium in water by graphite furnace-atomic absorption spectrometry, whole-water recoverable",USDOI/USGS
I-4724,"Silver, whole water recoverable, GFAA",USDOI/USGS
I-5020-05,Elements in sediment or soil (recoverable) by cICP-MS,USDOI/USGS
I-5300-85,"Cyanide, Colorimetric, Pyridine-Pyrazolone, Bottom material",USDOI/USGS
I-5735,"Sodium, recoverable-from-bottom-material, dry wt, atomic absorption spectrometric",USDOI/USGS
I-5753,"Solids, volatile-on-ignition, total-in-bottom-material, dry wt, gravimetric",USDOI/USGS
I-5800,"Strontium, recoverable-from-bottom-material, dry wt, atomic absorption spectrometric",USDOI/USGS
I-5830-85,"Postassium in Bottom Materials by Atomic Absorption Spectrometry, Total Recoverable, Bottom Material",USDOI/USGS
I-5900,"Zinc, recoverable-from-bottom-material, dry wt, atomic absorption spectrometric",USDOI/USGS
I-6063-98,"Arsenic, total-recoverable in bed-sediment, dry weight, by graphite furnace-atomic absorption spectrometry",USDOI/USGS
I-6463-86,"Mercury, Total-in-Sediment, Atomic Absorption, Spectrophotometry, Flameless, Direct",USDOI/USGS
I-6522-90,Ammonia in Sediment by Colorimetry,USDOI/USGS
I-6545,"Nitrogen, nitrite plus nitrate, total-in-bottom-material, dry weight, colorimetric, ASF",USDOI/USGS
I-6600-88,"Phosphorus, Total-in-Bottom Material, by Colorimetry",USDOI/USGS
I-6667-85,"Selenium in bottom materials by atomic absorption spectrometric, hydride, bottom materials",USDOI/USGS
I-6668-98,"Selenium, total-recoverable in bed-sediment, dry weight, by graphite furnace-atomic absorption spectrometry",USDOI/USGS
I-7229-87,Chromium in Suspend Sediment by Atomic Emission (Calculation),USDOI/USGS
I-7327-85,"Fluoride Ion in Sediment by Ion-Selective Electrode, Suspended Total (Calculation)",USDOI/USGS
I-7667-85,"Selenium in Water by Atomic Absorption, Hydride, Suspended, Total (Calculation)",USDOI/USGS
I-7800,"Strontium, suspended recoverable, atomic absorption spectrometric",USDOI/USGS
I-7900,"Zinc, suspended recoverable, atomic absorption spectrometric",USDOI/USGS
I-9020-05,Elements in biota by cICP-MS,USDOI/USGS
INDEX VELOCITY,Computing Discharge Using the Index Velocity Method,USDOI/USGS
IO-3.3,Metals in Ambient Particulate Matter Using X-Ray Fluorescence (XRF) Spectroscopy,USEPA
LOADEST,Load Estimator (LOADEST): A FORTRAN Program for Estimating Constituent Loads in Streams and Rivers,USDOI/USGS
M5271,Turbidity of Water by Laser Nephelometry,LECK MITCHELL
M5331,Turbidity of Water by LED Nephelometry,LECK MITCHELL
MD DNR MBSS,Benthic Sampling Protocols for Maryland Streams,MD DNR
MEASURE SENSITIVITY,"Thoma, D.P., Irwin, R.J., and Penoyer, P.E.",NPS
MLM ASSEMBLAGE,Maximum Likelihood Method for Predicting Environmental Conditions from Assemblage Composition,USEPA
MS310,Nitrate in Water by Colorimetric Test,USDOE/ASD
MULTI-METRIC INDICES,Process for Creating Multi-Metric Indices for Large-Scale Aquatic Surveys,USEPA
NAWQA GW TRENDS,US Geological Survey,USDOI/USGS
NFM 4.1.1.A EWI,Collection of stream samples using the equal-width-increment (EWI) method,USDOI/USGS
NFM 4.1.3.A EDI,"Collection of isokinetic, depth-integrated stream samples using the equal-discharge-increment (EDI) method",USDOI/USGS
NFM 4.1.3.A EWI,"Collection of isokinetic, depth-integrated stream samples using equal-width-increments (EWI)",USDOI/USGS
NFM 4.1.3.A VCF,Collection of stream samples using the single vertical at centroid-of-flow (VCF) method,USDOI/USGS
NFM 4.2,Collection of ground-water samples at supply and monitoring wells,USDOI/USGS
NFM 6.1.3.B,Temperature measurement of surface water,USDOI/USGS
NFM 6.1.3.C,Temperature measurement of ground water,USDOI/USGS
NFM 6.2.1-AMP,"Dissolved-oxygen concentration, field measurement by amperometric method",USDOI/USGS
NFM 6.2.1-LUM,"Dissolved-oxygen concentration, field measurement by luminescent sensor",USDOI/USGS
NFM 6.2.2-SPEC,"Dissolved-oxygen concentrations, field measurement by spectrophotometry",USDOI/USGS
NFM 6.2.3-IODO,Dissolved-oxygen concentrations in water by iodometric (Winkler) method,USDOI/USGS
NFM 6.3.3.A-SW,"Specific conductance of surface water, electrometric measurement",USDOI/USGS
NFM 6.3.3.B-GW,"Specific conductance of ground water, electrometric measurement",USDOI/USGS
NFM 6.4.3.A-SW,"pH (hydronium-ion activity) of surface water, in-situ electrometric method",USDOI/USGS
NFM 6.4.3.B-GW,"pH (hydronium-ion activity) of ground water, in-situ electrometric method",USDOI/USGS
NFM 6.4.3.C,"pH (hydronium-ion activity) of environmental water subsamples, on-site electrometric method",USDOI/USGS
NFM 6.5,"Reduction-oxidation potential, electrometric field measurement by platinum electrode",USDOI/USGS
NFM 6.6.4.B,Alkalinity and ANC field determination by Inflection Point Titration,USDOI/USGS
NFM 6.6.4.C,Alkalinity and ANC field determination by Gran Function Plot,USDOI/USGS
NITRATE V(III) REDUC,Nitrate via manual vanadium(III) reduction,UC-DAVIS
NO3 EASYCHEM,Nitrate in Water by Colorimetry,SYSTEA SCIENTIFIC
NUM ECOLOGY,"Legendre, P. and Legendre, L.",UBC
O-1104,"Organochlorine and organophosphorous compounds, dissolved",USDOI/USGS
O-1121-91,"Organonitrogen Herbicides in Water by Solid Phase Extraction, GC/MS",USDOI/USGS
O-1122-92,Dissolved Organic Carbon in Water by Persulfate Oxidation and Infrared Spectrometry,USDOI/USGS
O-1124-94,Nitroaromatic compunds in water by HPLC,USDOI/USGS
O-1126-02,Pesticides in Water by C-18 Solid-Phase Extraction and GC-MS,USDOI/USGS
O-1402-01,"Organophosphate Pesticides, Filtered Water, Gas Chromatography",USDOI/USGS
O-1433-01,Wastewater compounds in water by SPE and GC/MS,USDOI/USGS
O-2002-01,Pesticides and Selected Degradates in Water by C-18 Solid-Phase Extraction and GC/MS,USDOI/USGS
O-2060-01,Pesticides in Water by SPE and HPLC-MS,USDOI/USGS
O-2080-08,Pharmaceuticals in Water by SPE and HPLC-MS,USDOI/USGS
O-2136-01,"Glyphosate, Aminomethylphosphonic Acid, and Glufosinate in Water by Liquid Chromatography/Mass Spectrometry",USDOI/USGS
O-3106-93,Triazines in Water by Gas Chromatography,USDOI/USGS
O-3116-87,"Base/neutral and acid extractable compounds, whole water recoverable, in water by GC/MS",USDOI/USGS
O-3118-83,Base/Neutral Extractable Compounds in Water by GC-MS,USDOI/USGS
O-3120-90,"1,2-Dibromomethane (EDB) and 1,2-dibromo-3-chloropropane (DBCP) in Water by Gas Chromatography",USDOI/USGS
O-3128-95,"Methylene Blue Active Substances in Water by Spectrophotometry, Whole Water Recoverable",USDOI/USGS
O-3402-03,"Organophosphate pesticides, Whole water, Gas Chromatography",USDOI/USGS
O-4024-03,"Volatile organic compounds, whole water, gas chromatography/mass spectrometry, heated purge and trap",USDOI/USGS
O-4127-96,Volatile Organic Compounds in Water by GC-MS,USDOI/USGS
O-5101-83,"Carbon in Bottom Material by Induction Furnace, Dry Weight",USDOI/USGS
O-5129-95,Organochlorine Pesticides and Gross Polychlorinated Biphenyls in Bottom Sediment by Gas Chromatography,USDOI/USGS
O-5130-95,"Semivolatile organic compounds in Bottom Sediment by High-performance Gel Permeation Chromatography, Capillary-column GC",USDOI/USGS
O-5404-02,"Organophosphate pesticides, bottom sediment, high-performance gel-permeation chromatography, gas chromatography",USDOI/USGS
O-5504-03,Organochlorine Pesticides and Polychlorinated Biphenyls in Bottom and Suspended Sediment by Gas Chromatography with Elec,USDOI/USGS
O-5505-03,"Polycyclic aromatic hydrocarbons, sediment, capillary-column gas chromatography/mass spectrometry",USDOI/USGS
O-7100-83,Suspended Organic Carbon (SOC) in Water,USDOI/USGS
O-7504-03,Determination of Organochlorine Pesticides and Polychlorinated Biphenyls in Bottom and Suspended Sediment by Gas Chromat,USDOI/USGS
OAQPS-101,Mercury in Air Emissions by Atomic Absorption,USEPA
OAQPS-12,Lead in Air Emissions by Flame Atomic Absorption,USEPA
OAQPS-18,Gaseous Organic Compounds in Air Emissions by Gas Chromatography,USEPA
OAQPS-23,Dioxins and Furans in Air Emission Combustor Wastes by HRGC-HRMS,USEPA
OAQPS-26,Hydrogen Halides in Air Emissions by Ion Chromatography,USEPA
OFR 02-150 ALGAE,Algal community sampling by revised NAWQA protocols,USDOI/USGS
OFR 02-150 FISH,Fish community sampling by revised NAWQA protocol,USDOI/USGS
OFR 02-150 INVERTS,NAWQA Invertebrate Sampling Protocols,USDOI/USGS
OFR_01-445,Methyl Mercury in Water,USDOI/USGS
OIA-1677,Cyanide by Amperometry,O-I-ANALYTICAL
OM100R,Semi-volatile Organic Compounds in Multi-media Samples by Capillary Column Ion Trap MS,USDOE/ASD
ORNL-01,Toxins in Water by Chlorophyll Fluorescence,ORNL
PALINTEST CHLOROSENS,"Chlorine, free and total, in drinking water by Amperometry",PALINTEST LTD
PB-01-RC,"Lead-210 in Bone, Food, Urine, Feces, Blood, Air, and Water",USDOE/EML
PO-01-RC,Polonium in Water and Urine,USDOE/EML
PO-02-RC,"Polonium in Water, Vegetation, Soil, and Air Filters",USDOE/EML
POCIS,Polar Organic Chemical Integrative Sampler (POCIS),USDOI/USGS
PREDICTIVE MODELING,"Van Sickle, J.",USEPA
PTI FOR FRESHWATER,Pesticide Toxicity Index (PTI) for Freshwater Aquatic Organisms,USDOI/USGS
PV2072,Rhodamine B by HPCL-UV-FL,NIOSH
QUALITY ASSESSMENT,U.S. Environmental Protection Agency,USEPA
RA-02-RC,Radium-226 - Emanation Procedure,USDOE/EML
RA-04-RC,"Radium-226 in Tap Water, Urine, and Feces",USDOE/EML
RA-06-RC,Radium-226 in Urine and Water,USDOE/EML
RBP,"Barbour, M.T., Gerritsen, J., Snyder, B., and Stribling, J.B.",USEPA
REDOX GW,"Jurgens, Bryant C., McMahon, Peter B., Chapelle, Francis H., and Eberts, Sandra M.",USDOI/USGS
SAGWMD,Statistical Analysis of Groundwater Monitoring Data at RCRA Facilities - Unified Guidance,USEPA
"SAMP-U,RA",Uranium and Radium in Water,USDOE/EML
SE-03,"Americium, Plutonium and Uranium in Water",USDOE/EML
SIMILARITY ANALYSIS,"Mean Similarity Analysis ~ EPA ; Van Sickle, J.",USEPA
SIMPLATE,SimPlate for HPC,IDEXX
SMWR,"Statistical Methods in Water Resources ~ USGS ; Helsel, D.R. and Hirsch, R.M.",USDOI/USGS
SPARROW (SOFT),"SPARROW, SPAtially Referenced Regression on Watershed (software)",USDOI/USGS
SPARROW (WEB),"SPARROW, SPAtially Referenced Regression on Watershed (website)",USDOI/USGS
SPATIAL SURVEY,"spsurvey: Spatial Survey Design and Analysis ~ EPA ; Kincaid, T. and Olsen, A.R.",USEPA
SPMD DATA COLLECTION,Passive monitoring for organic contaminants in water using semipermeable membrane devices (SPMDs),USDOI/USGS
SPMDS,"Passive sampling of organic compounds in water, air, and soil/sediment by SPMDs",USDOI/USGS
SR-03-RC,Strontium-90 in Environmental Matrices,USDOE/EML
SR-04-RC,Strontium-90 in Water Containing Other Radioisotopes by Cerenkov Counting,USDOE/EML
STATISTICAL METHODS,"Using Statistical Methods for Water Quality Management ~ NIWA ; McBride, Graham B.",NIWA
STATISTICAL PRIMER,Statistical Primer ~ EPA ; U.S. Environmental Protection and Leska Fore,USEPA
STATISTICS (PROGRAM),"OPR-PPR, a Computer Program for Assessing Data Importance to Model Predictions Using Linear Statistics (program)",USDOI/USGS
STATISTICS (REPORT),"OPR-PPR, a Computer Program for Assessing Data Importance to Model Predictions Using Linear Statistics (report)",USDOI/USGS
STATISTICS FOR ESM,Statistics for Environmental Science and Management ~ WEST Inc,WEST INC
STORM DISCHARGE EST,Estimating storm discharge and water quality data uncertainty: A software tool,USDA
STREAM HABITAT,Revised Methods for Characterizing Stream Habitat in the National Water-Quality Assessment Program,USDOI/USGS
STREAM METABOLISM,Automated Routines for Calculating Whole-Stream Metabolism: Theoretical Background and User Guide,USDOI/USGS
STREAM METABOLSM PRG,Stream Metabolism Program,USDOI/USGS
SWAN AMI TURBIWELL,Turbidity of water by Turbidimeter,SWAN ANALYTISCHE
T2 MYCO,Mycotoxin (T-2) by LC/APCI-MS,USEPA
TC-02-RC,Technetium-99 in Water - TEVA Resin,USDOE/EML
TEST METHOD 100.1,10-d Survival and Growth Test for Sediments using Hyallela azteca,USEPA
TEST METHOD 100.3,Bioaccumulation Test for Sediments Using Lumbriculus variegatus,USEPA
TEST METHOD 100.5,Life Cycle Test for Measuring the Effects of Sediment-associated Contaminants on Midge (Chironomus tentans),USEPA
TEST METHOD 1000.0,Larval Survival and Growth Test using Fathead Minnow,USEPA
TEST METHOD 1002.0,Survival and Reproduction Test using Daphnids,USEPA
TEST METHOD 1003.0,"Green Algae, Selenastrum capricornutum, Growth Test.",USEPA
TEST METHOD 1004.0,Larval Survival and Growth Test using Sheepshead Minnow,USEPA
TEST METHOD 1006.0,Larval Survival and Growth Test for Waters Using Inland Silverside,USEPA
TEST METHOD 2000.0,Acute Toxicity Test for Waters Using Fathead Minnow,USEPA
TEST METHOD 2002.0,Acute Toxicity Tests with Effluents and Receiving Waters using Ceriodaphnia dubia,USEPA
TEST METHOD 2004.0,Acute Toxicity Tests with Effluents and Receiving Waters using Sheepshead minnow,USEPA
TEST METHOD 2006.0,Acute Toxicity Tests with Effluents and Receiving Waters using the Silverside,USEPA
TEST METHOD 2019.0,Acute Toxicity Tests for Waters Using Rainbow Trout and Brook Trout,USEPA
TEST METHOD 2021.0,Acute Toxicity Tests with Effluents and Receiving Waters using Daphnia,USEPA
THODS FOR ECOLOGISTS,"Ordination Methods for Ecologists ~ Ok St U ; Palmer, M.",OK ST U
TOXG,Toxoplasma gondii (ToxG) by Real-Time-PCR,USEPA
TWRI (SUSP SED CONC),Suspended-sediment concentration in water by filtration or evaporation,USDOI/USGS
TWRI (SUSP SED FINE),Suspended sediment particle size distribution in water by pipet and BW tube,USDOI/USGS
TWRI (SUSP SED SAND),Suspended sediment particle size distribution in water by sieve and VA tube analysis,USDOI/USGS
U-02-RC,Isotopic Uranium in Biological and Environmental Materials,USDOE/EML
UII,Urban Intensity Index (UII),USDOI/USGS
USDA HWQ1,Cumulative Uncertainty in Discharge and Water Quality Data,USDA
USDA HWQ2,Discharge and Water Quality Data Collection on Small Watersheds,USDA
USDA HWQ3,Automated Storm Water Sampling,USDA
USDA HWQ4,Estimating Uncertainty in Measured Discharge and Water Quality Data,USDA
WARP,Watershed Regressions for Pesticides (WARP),USDOI/USGS
WI DNR BMI KICK,Guidelines for Collecting Macroinvertebrate Samples from Wadable Streams in Wisconsin,WDNR FISH HABITAT
WRTDS,"Weighted Regressions on Time, Discharge, and Season (WRTDS), with an Application to Chesapeake Bay River Inputs",USDOI/USGS
200.2,Sample preparation procedure for spectrochemical determination of total recoverable elements,USEPA
7000B,Flame Atomic Absorption,USEPA
I-2547-11,Colorimetric Determination of Nitrate Plus Nitrite in Water by Enzymatic Reduction,USDOI/USGS
4500-CL(E),Residual Chlorine in Water by Titration- Low-Level Amperometric Method,APHA
4500-O-E,Total Dissolved Oxygen by Titration- Alum Flocculation Modification,APHA
4500-O-F,Total Dissolved Oxygen by Titration- Copper/Sulfate-Sulfamic Acid Flocculation Modification,APHA
5530-C,Phenols in Water by Spectrophotometry- Chloroform Extraction Method,APHA
B0065,Fecal Streptococcal Bacteria- Presumptive/Confirmation- most probable number (MPN) method,USDOI/USGS
B5040,Benthic Invertebrates- Distribution and Abundance (quantitative method),USDOI/USGS
B8020,Productivity- Carbon-14 Light/Dark-Bottle Method for Phytoplankton,USDOI/USGS
B8100,Productivity & Community Metabolism by Diel Oxygen-Curve Method in Stratified Water,USDOI/USGS
D93-08,Standard Test Methods for Flash Point by Pensky-Martens Closed Cup Tester,ASTM
D6919-09,Determination of Diss. Alkali and Ammonium in Water and Wastewater by Ion Chromatography,ASTM
I-1752-85,"Dissolved Solids, Fixed",USDOI/USGS
I-3752-85,Fixed Solids,USDOI/USGS
I-3766-85,"Solids, nonvolatile-on-ignition, suspended, calculation",USDOI/USGS
I-3767-85,"Solids, volatile-on-ignition, suspended, gravimetric",USDOI/USGS
TWRI Book 9,Techniques of Water-Resources Investigations Reports,USDOI/USGS
380-75WE,Fluoride in Water and Wastewater,Technicon
I-1753-85,"Solids, volatile-on-ignition, dissolved, gravimetric",USDOI/USGS
I-3765-85,"Solids, residue at 105°C",USDOI/USGS
10360,Luminescence Measurement of Dissolved Oxygen in Water and Wastewater and for Use in the Determination of BOD5 and cBOD5,HACH
I-2548-11,"Nitrate Plus Nitrite in Water by Enzymatic Reduction, Low Level, Auto Analyzer",USDOI/USGS
NAWQA ALGAL DTH,Algal Sample Collection at Depositional-Targeted Habitat (DTH) in wadeable streams by SG-92 (and other instruments),USDOI/USGS
NAWQA ALGAL QMH,Algal Sample Collection at Qualitative Multihabitat (QMH) in wadeable streams by SG-92 (and other instruments),USDOI/USGS
NAWQA ALGAL RTH,Algal Sample Collection at Richest-Targeted Habitat (RTH) in wadeable streams by SG-92 (and other instruments),USDOI/USGS
